Date,ZScore
2023-04-10,-0.8039271400963993
2023-04-11,-0.5469563839892759
2023-04-12,-0.4826348038191285
2023-04-13,-0.5416052848716975
2023-04-14,-0.4933827003029729
2023-04-17,-0.42881226688571794
2023-04-18,-0.47730291377651873
2023-04-19,-0.3795470699118823
2023-04-20,-0.3545292458860076
2023-04-21,-0.18723545398200858
2023-04-24,0.07612786762071257
2023-04-25,0.1598293796762262
2023-04-26,-0.5770358248038608
2023-04-27,-0.270385431232297
2023-04-28,-0.23438350532521768
2023-05-01,-0.2998490602196921
2023-05-02,-0.42511024347225435
2023-05-03,-0.5040531502487519
2023-05-04,-0.7211389065371118
2023-05-05,-0.8357580399792658
2023-05-08,-0.8263800299622442
2023-05-09,-0.6958955046654722
2023-05-10,-0.9543569015266186
2023-05-11,-0.8028544491543992
2023-05-12,-0.7583342295042188
2023-05-15,-0.9571913516796099
2023-05-16,-1.3731380930459363
2023-05-17,-1.2949257321256162
2023-05-18,-1.6723382314477782
2023-05-19,-1.6233779365391965
2023-05-22,-1.709294121406855
2023-05-23,-1.5988241887774222
2023-05-24,-1.760153743146726
2023-05-25,-3.011631734066344
2023-05-26,-3.2694888598838827
2023-05-30,-3.2455041130547517
2023-05-31,-2.94863317559346
2023-06-01,-2.617155674435767
2023-06-02,-1.9796430577504025
2023-06-05,-1.7506156935950241
2023-06-06,-1.6323855035127997
2023-06-07,-1.1078030582351568
2023-06-08,-1.1837135086473591
2023-06-09,-1.2131426116565391
2023-06-12,-1.5491085260669448
2023-06-13,-1.4528182595609227
2023-06-14,-1.6667648875699237
2023-06-15,-1.4914244068064
2023-06-16,-1.2851566349285808
2023-06-20,-1.2651968872614234
2023-06-21,-0.9041955157862116
2023-06-22,-1.0146022301355162
2023-06-23,-0.9151731780778232
2023-06-26,-0.7890568673142077
